,Instrument,ESG Score,Date
135,DTE.N,76.8744392415855,2019-12-31
136,DUK.N,68.3767652158914,2019-12-31
137,DVA.N,54.5076010361492,2019-12-31
138,DVN.N,53.047895320608,2019-12-31
139,DXCM.OQ,44.6168507449406,2020-12-31
140,EA.OQ,54.4657988242336,2019-03-31
141,EBAY.OQ,60.3194743143325,2019-12-31
142,ECL.N,77.2586102348565,2020-12-31
143,ED.N,64.7474966341393,2020-12-31
144,EFX.N,45.9213347788595,2020-12-31
145,EG.N,56.6307294897499,2020-12-31
146,EIX.N,83.499129327818,2020-12-31
147,EL.N,67.7200706498122,2020-06-30
148,ELV.N,89.9766269776546,2020-12-31
149,EME.N,54.6234163316374,2019-12-31
150,EMR.N,73.1143961864454,2019-09-30
151,EOG.N,50.957520234687,2019-12-31
152,EPAM.N,66.714979843824,2020-12-31
153,EQIX.OQ,64.2553902075177,2020-12-31
154,EQR.N,67.5751265408759,2019-12-31
155,EQT.N,45.8402230803203,2020-12-31
156,ERIE.OQ,46.8399769528375,2020-12-31
157,ES.N,72.381495655713,2020-12-31
158,ESS.N,64.9330081793502,2019-12-31
159,ETN.N,67.1864873734593,2020-12-31
160,ETR.N,64.0720442109143,2019-12-31
161,EVRG.OQ,49.9384130405197,2019-12-31
162,EW.N,65.1185158907463,2020-12-31
163,EXC.OQ,58.221110349539,2020-12-31
164,EXE.OQ,60.99872664204,2020-12-31
165,EXPD.N,54.9260126396579,2020-12-31
166,EXPE.OQ,41.9662318146758,2020-12-31
167,EXR.N,33.5125384941494,2019-12-31
168,F.N,76.6378411640206,2020-12-31
169,FANG.OQ,47.6438332408073,2019-12-31
170,FAST.OQ,40.3458224389599,2019-12-31
171,FCX.N,81.6457604811339,2020-12-31
172,FDS.N,62.0457298486856,2019-08-31
173,FDX.N,76.9782412158706,2018-05-31
174,FE.N,68.8061920266587,2019-12-31
175,FFIV.OQ,66.0293037786047,2019-09-30
176,FICO.N,48.0058332872922,2019-09-30
177,FIS.N,62.1946300476531,2020-12-31
178,FISV.OQ,35.2354316916979,2020-12-31
179,FITB.OQ,72.3512549766592,2019-12-31
180,FIX.N,35.8882308494682,2020-12-31
181,FOX.OQ,63.2994971328927,2020-06-30
182,FOXA.OQ,63.2994971328927,2020-06-30
183,FRT.N,79.610040156097,2020-12-31
184,FSLR.OQ,73.4543066343898,2020-12-31
185,FTNT.OQ,56.6184465569509,2020-12-31
186,FTV.N,52.1147710435825,2020-12-31
187,GD.N,63.3741398460488,2019-12-31
188,GDDY.N,57.2467873690521,2020-12-31
189,GE.N,85.5471841493691,2019-12-31
190,GEN.OQ,76.0305144925032,2020-04-03
191,GILD.OQ,83.953219346463,2019-12-31
192,GIS.N,76.4124546527316,2019-05-26
193,GL.N,47.8454644304415,2020-12-31
194,GLW.N,52.3684960896151,2019-12-31
195,GM.N,81.8017398680928,2019-12-31
196,GOOG.OQ,77.6658348352224,2019-12-31
197,GPC.N,40.4541877130584,2019-12-31
198,GPN.N,27.7346264082662,2019-12-31
199,GRMN.N,61.58695806742,2019-12-28
200,GS.N,80.5857890112024,2019-12-31
201,GWW.N,72.1231996246011,2019-12-31
202,HAL.N,91.4483358682995,2020-12-31
203,HAS.OQ,77.3684590072248,2020-12-27
204,HBAN.OQ,80.3356716228966,2018-12-31
205,HCA.N,62.2202680569714,2019-12-31
206,HD.N,71.294945614892,2019-02-03
207,HIG.N,79.4978728307261,2020-12-31
208,HII.N,34.250364841819,2019-12-31
209,HLT.N,84.5458117259562,2020-12-31
210,HOLX.OQ,70.669555560138,2019-09-28
211,HON.OQ,76.1967697346355,2018-12-31
212,HPE.N,69.7839152200297,2019-10-31
213,HPQ.N,80.0469271171435,2018-10-31
214,HRL.N,68.9467737980579,2018-10-28
215,HSIC.OQ,45.6030755175631,2019-12-28
216,HST.OQ,84.284355446951,2020-12-31
217,HSY.N,77.6485617599777,2019-12-31
218,HUBB.N,61.538531179285,2020-12-31
219,HUM.N,88.7389490717604,2020-12-31
220,IBKR.OQ,30.3565715238271,2020-12-31
221,IBM.N,73.775030705532,2019-12-31
222,ICE.N,56.8674320519632,2020-12-31
223,IDXX.OQ,60.9270594826274,2019-12-31
224,IEX.N,52.3628806383212,2020-12-31
225,IFF.N,85.1652773600724,2020-12-31
226,INCY.OQ,54.2879964673818,2020-12-31
227,INTC.OQ,88.6814335610763,2019-12-28
228,INTU.OQ,80.165997542121,2019-07-31
229,INVH.N,33.1917937440814,2019-12-31
230,IP.N,73.05747119702,2020-12-31
231,IQV.N,63.5868109048974,2020-12-31
232,IR.N,44.1832916899837,2020-12-31
233,IRM.N,76.9642335569167,2020-12-31
234,ISRG.OQ,58.4170081669806,2020-12-31
235,IT.N,65.2409025373893,2020-12-31
236,ITW.N,72.6684878114676,2020-12-31
237,IVZ.N,77.0155826284208,2019-12-31
238,J.N,70.2356360904556,2019-09-27
239,JBHT.OQ,68.4152840366211,2020-12-31
240,JBL.N,73.8555775747152,2019-08-31
241,JCI.N,87.4667868777861,2019-09-30
242,JKHY.OQ,33.8467143539605,2019-06-30
243,JNJ.N,85.200877635314,2018-12-30
244,JPM.N,79.498930666638,2020-12-31
245,KDP.OQ,53.0159846899219,2019-12-31
246,KEY.N,12.5491399845939,2020-12-31
247,KEYS.N,75.5476734709546,2018-10-31
248,KHC.OQ,67.6774662999249,2019-12-28
249,KIM.N,84.1790245789874,2020-12-31
250,KKR.N,35.1432663705215,2020-12-31
251,KLAC.OQ,53.8888899187772,2019-06-30
252,KMB.OQ,76.8061694963909,2020-12-31
253,KMI.N,87.3763169616877,2020-12-31
254,KO.N,82.7513072343052,2020-12-31
255,KR.N,81.1810927056891,2019-02-02
256,L.N,45.7553698349807,2019-12-31
257,LDOS.N,78.7065236609235,2020-01-03
258,LEN.N,22.5936440123694,2019-11-30
259,LH.N,69.7724520778059,2019-12-31
260,LHX.N,47.5446682246628,2020-01-03
261,LII.N,50.0134136985006,2019-12-31
262,LIN.OQ,86.0813358145435,2020-12-31
263,LLY.N,69.2201184022531,2020-12-31
264,LMT.N,85.7759741836268,2019-12-31
265,LOW.N,76.097636329718,2020-01-31
266,LRCX.OQ,68.3460228282084,2019-06-30
267,LULU.OQ,38.6227649393649,2020-02-02
268,LUV.N,68.9905113524805,2019-12-31
269,LVS.N,59.5988715426106,2020-12-31
270,LW.N,55.3218625405159,2019-05-26
271,LYB.N,60.965971974121,2020-12-31
272,LYV.N,40.3944658389274,2020-12-31
273,MA.N,62.5689873439573,2019-12-31
274,MAA.N,58.1625110131634,2019-12-31
275,MAR.OQ,79.8096060810702,2019-12-31
276,MAS.N,70.1927044798658,2020-12-31
277,MCD.N,77.9695533022587,2020-12-31
278,MCHP.OQ,62.1744899931988,2019-03-31
279,MCK.N,59.077692225819,2019-03-31
280,MCO.N,74.4814554211591,2019-12-31
281,MDLZ.OQ,76.7360179168955,2019-12-31
282,MDT.N,78.5324987532917,2019-04-26
283,MET.N,63.3561161573299,2020-12-31
284,META.OQ,61.644696452671,2020-12-31
285,MGM.N,65.2306212133217,2019-12-31
286,MKC.N,73.8574311294469,2019-11-30
287,MLM.N,41.4038346509905,2020-12-31
288,MMM.N,93.2686524735769,2020-12-31
289,MNST.OQ,36.3904601159987,2019-12-31
290,MO.N,89.8566084748526,2019-12-31
291,MOH.N,39.4784496253806,2020-12-31
292,MOS.N,70.7359042269592,2019-12-31
293,MPC.N,64.5939528850048,2019-12-31
294,MPWR.OQ,40.2863725946863,2020-12-31
295,MRK.N,77.9310648162526,2020-12-31
296,MRNA.OQ,32.0152666295312,2019-12-31
297,MRSH.N,50.6986973017009,2019-12-31
298,MS.N,61.5844504587897,2020-12-31
299,MSCI.N,58.8332264436236,2020-12-31
300,MSFT.OQ,92.7992265439803,2019-06-30
301,MSI.N,83.6565827896509,2020-12-31
302,MTB.N,67.6810736720607,2020-12-31
303,MTCH.OQ,21.5524517158676,2018-12-31
304,MTD.N,63.9520627710343,2020-12-31
305,MU.OQ,67.1952792669971,2018-08-30
306,NCLH.N,64.6551390258183,2020-12-31
307,NDAQ.OQ,76.5589353302205,2020-12-31
308,NDSN.OQ,43.7401200381119,2018-10-31
309,NEE.N,75.9551272610719,2019-12-31
310,NEM.N,83.4624671935089,2020-12-31
311,NFLX.OQ,33.0639289764077,2019-12-31
312,NI.N,64.6290285530852,2020-12-31
313,NKE.N,71.465892439711,2018-05-31
314,NOC.N,78.026725321815,2020-12-31
315,NOW.N,35.7710411634474,2019-12-31
316,NRG.N,69.3412690367122,2019-12-31
317,NSC.N,65.5619706654256,2019-12-31
318,NTAP.OQ,50.4135754099779,2019-04-26
319,NTRS.OQ,68.5885084731961,2020-12-31
320,NUE.N,53.9522628273115,2020-12-31
321,NVDA.OQ,74.5570716864328,2019-01-27
322,NVR.N,8.76080201877208,2020-12-31
323,NWS.OQ,50.9170093622841,2018-06-30
324,NWSA.OQ,50.9170093622841,2018-06-30
325,NXPI.OQ,81.4127910980817,2020-12-31
326,O.N,77.0431443990573,2020-12-31
327,ODFL.OQ,38.4742219824504,2020-12-31
328,OKE.N,68.7210400098676,2020-12-31
329,OMC.N,66.6418431778314,2020-12-31
330,ON.OQ,70.8210561860055,2020-12-31
331,ORCL.N,51.9969696537995,2019-05-31
332,ORLY.OQ,38.5196144105304,2020-12-31
333,OTIS.N,61.0612011583117,2020-12-31
334,OXY.N,77.9723820688487,2019-12-31
335,PANW.OQ,41.1151056939953,2020-07-31
336,PAYC.N,34.1773778290458,2020-12-31
337,PAYX.OQ,45.1491604968583,2019-05-31
338,PCAR.OQ,66.7818342945096,2019-12-31
339,PCG.N,73.4752728206218,2020-12-31
340,PEG.N,67.1961897036909,2019-12-31
341,PEP.OQ,86.017828935414,2018-12-29
342,PFE.N,81.2736745858497,2020-12-31
343,PFG.OQ,51.8554789234832,2020-12-31
344,PG.N,70.64025686568,2019-06-30
345,PGR.N,54.0894430447175,2020-12-31
346,PH.N,63.3406855700994,2019-06-30
347,PHM.N,53.4788287365713,2020-12-31
348,PKG.N,73.8384846540414,2018-12-31
349,PLD.N,72.1453263211035,2020-12-31
350,PLTR.OQ,26.4127485652142,2020-12-31
351,PM.N,89.2525682152149,2020-12-31
352,PNC.N,77.2604100717902,2020-12-31
353,PNR.N,54.6643958606715,2020-12-31
354,PNW.N,65.8056036111568,2019-12-31
355,PODD.OQ,72.7231154895242,2020-12-31
356,POOL.OQ,46.1701636424218,2019-12-31
357,PPG.N,78.382091413208,2019-12-31
358,PPL.N,56.0952329537683,2019-12-31
359,PRU.N,75.8686006203604,2020-12-31
360,PSA.N,64.228333315965,2019-12-31
361,PSKY.OQ,56.5999085412711,2019-12-31
362,PSX.N,67.679853554072,2019-12-31
363,PTC.OQ,47.702626762246,2018-09-30
364,PWR.N,46.8793881375688,2020-12-31
365,PYPL.OQ,74.8887140603849,2020-12-31
366,QCOM.OQ,67.8566161272579,2019-09-29
367,RCL.N,71.5076330487668,2020-12-31
368,REG.OQ,80.1882505031621,2020-12-31
369,REGN.OQ,61.2430366944994,2020-12-31
370,RF.N,65.6282422740175,2019-12-31
371,RJF.N,52.3805965687089,2018-09-30
372,RL.N,59.0979967478407,2019-03-30
373,RMD.N,71.7933073728008,2020-06-30
374,ROK.N,56.5520329670568,2019-09-30
375,ROL.N,24.1298287213508,2020-12-31
376,ROP.OQ,64.901536487937,2019-12-31
377,ROST.OQ,49.8394108481971,2019-02-02
378,RSG.N,74.9749564980221,2020-12-31
379,RTX.N,74.0488108847643,2018-12-31
380,RVTY.N,68.6581242745459,2018-12-30
381,SBAC.OQ,56.2507425661533,2019-12-31
382,SBUX.OQ,63.2331034251416,2019-09-29
383,SCHW.N,52.2965408067348,2019-12-31
384,SHW.N,73.8156125297016,2019-12-31
385,SJM.N,70.5284800205625,2020-04-30
386,SLB.N,71.3588082543668,2019-12-31
387,SMCI.OQ,27.888992881625,2019-06-30
388,SNPS.OQ,71.8080819029155,2020-10-31
389,SO.N,63.8552924051865,2019-12-31
390,SPG.N,64.5109594712815,2018-12-31
391,SPGI.N,86.3119447131945,2020-12-31
392,SRE.N,73.166767105711,2019-12-31
393,STE.N,47.1861722007575,2020-03-31
394,STLD.OQ,57.7763840106552,2019-12-31
395,STT.N,85.9091195327921,2019-12-31
396,STX.OQ,56.3443278243513,2019-06-28
397,STZ.N,35.6189305662859,2020-02-29
398,SWKS.OQ,53.9332565783271,2019-09-27
399,SYF.N,60.5652334677892,2019-12-31
400,SYK.N,75.6173059035428,2020-12-31
401,SYY.N,74.8680474500166,2019-06-29
402,T.N,72.7006830999364,2020-12-31
403,TAP.N,59.2905535565027,2019-12-31
404,TDG.N,37.7310762217994,2019-09-30
405,TDY.N,37.8265213800522,2019-12-29
406,TECH.OQ,58.4329508592444,2020-06-30
407,TEL.N,74.749960666476,2019-09-27
408,TFC.N,69.7239690812495,2020-12-31
409,TGT.N,81.4941062016603,2020-02-01
410,TJX.N,63.4305609006164,2020-02-01
411,TKO.N,27.2345691024995,2018-12-31
412,TMO.N,70.4547921120608,2019-12-31
413,TMUS.OQ,59.7316098877255,2020-12-31
414,TPL.N,34.406033316364,2020-12-31
415,TPR.N,62.027789226176,2018-06-30
416,TRGP.N,51.5640061250642,2020-12-31
417,TRMB.OQ,61.3422648265005,2020-01-03
418,TROW.OQ,49.9223075651418,2020-12-31
419,TRV.N,63.8915034563831,2020-12-31
420,TSCO.OQ,73.7089682704096,2020-12-26
421,TSLA.OQ,57.15586583955,2019-12-31
422,TSN.N,58.0142103697912,2017-09-30
423,TT.N,78.4343758369426,2020-12-31
424,TTD.OQ,16.6380117090587,2020-12-31
425,TTWO.OQ,35.9283616792548,2019-03-31
426,TXN.OQ,85.1058567568988,2020-12-31
427,TYL.N,56.1482144627638,2020-12-31
428,UAL.OQ,58.502548352327,2019-12-31
429,UBER.N,44.9001510539865,2019-12-31
430,UDR.N,68.129069772372,2020-12-31
431,UHS.N,35.7483369075496,2019-12-31
432,ULTA.OQ,50.2148525616424,2020-02-01
433,UNH.N,73.7103606851355,2020-12-31
434,UNP.N,64.2760513801686,2019-12-31
435,UPS.N,72.6065405143645,2020-12-31
436,URI.N,79.9891583504274,2020-12-31
437,USB.N,51.4368305997352,2018-12-31
438,VICI.N,61.4969707856185,2020-12-31
439,VLO.N,52.7686025230007,2019-12-31
440,VMC.N,46.8566042890613,2020-12-31
441,VRSK.OQ,75.4752394981552,2020-12-31
442,VRSN.OQ,45.5747813680048,2019-12-31
443,VRTX.OQ,52.9165120772682,2020-12-31
444,VST.N,69.9885368240153,2020-12-31
445,VTR.N,84.4556357724782,2019-12-31
446,VTRS.OQ,70.1286662265872,2020-12-31
447,VZ.N,73.6609139292882,2019-12-31
448,WAB.N,60.8731004950941,2019-12-31
449,WAT.N,72.3925146795553,2019-12-31
450,WBD.OQ,50.7959807720417,2020-12-31
451,WDAY.OQ,48.631178242595,2019-01-31
452,WEC.N,65.7242898453389,2020-12-31
453,WELL.N,69.371073343114,2019-12-31
454,WFC.N,69.1135861258395,2019-12-31
455,WM.N,87.1313730744007,2020-12-31
456,WMB.N,73.4707771013833,2020-12-31
457,WMT.OQ,80.5021196517206,2020-01-31
458,WRB.N,54.0733392075501,2020-12-31
459,WSM.N,64.6420520019386,2020-02-02
460,WST.N,80.1664782514819,2020-12-31
461,WTW.OQ,51.6907579905256,2019-12-31
462,WY.N,78.3492133639989,2020-12-31
463,WYNN.OQ,75.1730645281607,2020-12-31
464,XEL.OQ,84.3074527149793,2020-12-31
465,XOM.N,82.9506121845317,2020-12-31
466,XYL.N,82.5069801647065,2020-12-31
467,XYZ.N,41.2320219320813,2019-12-31
468,YUM.N,77.0175958901088,2019-12-31
469,ZBH.N,63.4337367259601,2020-12-31
470,ZBRA.OQ,31.3763666877343,2019-12-31
471,ZTS.N,59.7882971950562,2019-12-31
