,Instrument,ESG Score,Date
131,CDR.WA,42.8587975307036,2023-12-31
132,CFR.S,69.141935428341,2023-03-31
133,CLNX.MC,79.9462851996447,2023-12-31
134,CMBN.S,56.3369081981394,2023-12-31
135,CNA.L,71.6128764336372,2023-12-31
136,COFB.BR,89.4968612840107,2023-12-31
137,COLOb.CO,78.5848962630416,2022-09-30
138,CONG.DE,74.2931041047811,2023-12-31
139,CPG.L,76.2948972525674,2022-09-30
140,CPRI.MI,58.5198487028258,2023-12-31
141,CRDA.L,81.5746589515581,2022-12-31
142,CRDI.MI,79.8899604486578,2023-12-31
143,CTEC.L,76.7733714881839,2023-12-31
144,CVO.PA,85.6032517441338,2023-12-31
145,CWK.L,71.810931727396,2023-03-25
146,DANO.PA,92.7087309250779,2023-12-31
147,DANSKE.CO,65.0179425639002,2022-12-31
148,DAST.PA,60.0936930000697,2023-12-31
149,DB1Gn.DE,66.6153388354797,2023-12-31
150,DBKGn.DE,81.1005942245756,2023-12-31
151,DCC.L,48.5952905368119,2022-03-31
152,DEMANT.CO,59.944649909731,2022-12-31
153,DGE.L,72.902511442999,2022-06-30
154,DHER.DE,78.4487045456109,2023-12-31
155,DHLn.DE,74.7355650811571,2023-12-31
156,DIOR.PA,73.5905527160193,2023-12-31
157,DKSH.S,77.031890835065,2023-12-31
158,DLG.MI,68.9631153623405,2022-12-31
159,DLN.L,75.0012217488239,2023-12-31
160,DNB.OL,68.6144310019916,2022-12-31
161,DNP.WA,27.1428726128264,2023-12-31
162,DPLM.L,37.0302152191282,2022-09-30
163,DRX.L,60.8358381962733,2023-12-31
164,DSFIR.AS,60.3273832508437,2023-12-31
165,DSV.CO,82.1223887590521,2022-12-31
166,DTEGn.DE,80.8559628890064,2023-12-31
167,DTGGe.DE,83.3050044412586,2023-12-31
168,EDEN.PA,75.546864114382,2023-12-31
169,EDP.LS,82.5186340658112,2023-12-31
170,EDPR.LS,77.7673626335488,2023-12-31
171,ELE.MC,80.0446117555556,2023-12-31
172,ELI.BR,50.07237125828,2023-12-31
173,ELIS.PA,75.8103717721808,2023-12-31
174,ELISA.HE,58.5005452066859,2023-12-31
175,EMG.L,78.2028284328905,2022-12-31
176,EMII.MI,80.7730510256121,2023-12-31
177,EMSN.S,34.8804984879304,2020-12-31
178,ENAG.MC,81.3110264552032,2023-12-31
179,ENEI.MI,78.8888940715506,2023-12-31
180,ENGIE.PA,71.6858974110859,2023-12-31
181,ENI.MI,84.0597221869145,2023-12-31
182,ENR1n.DE,78.0387372390529,2022-09-30
183,ENT.L,82.7007010550865,2022-12-31
184,ENX.PA,63.7138023569924,2023-12-31
185,EONGn.DE,63.2527035867751,2023-12-31
186,EPIRa.ST,86.1513871299084,2023-12-31
187,EQNR.OL,69.517851686203,2023-12-31
188,EQTAB.ST,65.913615245603,2023-12-31
189,ERICb.ST,83.7771740462885,2022-12-31
190,ERST.VI,67.5043041077839,2023-12-31
191,ESLX.PA,65.4226194588072,2023-12-31
192,ESSITYb.ST,80.3982677263978,2023-12-31
193,EUFI.PA,78.7136081358403,2023-12-31
194,EURA.PA,48.7461691896346,2023-12-31
195,EVDG.DE,23.0524295064277,2023-12-31
196,EVKn.DE,83.8826626342035,2023-12-31
197,EVOG.ST,53.2884218542717,2023-12-31
198,EXHO.PA,78.1412944514908,2022-08-31
199,EXOR.AS,34.4351522747007,2023-12-31
200,EXPN.L,71.1121731410073,2023-03-31
201,EZJ.L,63.266772161509,2023-09-30
202,FBK.MI,82.0282232743518,2023-12-31
203,FDJU.PA,72.4637703597647,2023-12-31
204,FER.MC,83.2952055834682,2023-12-31
205,FHZN.S,47.6842994444135,2023-12-31
206,FLS.CO,55.858479270556,2023-12-31
207,FMEG.DE,84.7151029924324,2023-12-31
208,FNTGn.DE,38.0367101120502,2023-12-31
209,FORTUM.HE,70.1418020824719,2023-12-31
210,FOUG.PA,78.9873892520334,2023-12-31
211,FPE3_p.DE,57.4564453144912,2022-12-31
212,FRAG.DE,72.5421499465621,2023-12-31
213,FREG.DE,73.6747889329834,2023-12-31
214,FRES.L,53.8077848881507,2023-12-31
215,FRO.OL,34.8511126142496,2022-12-31
216,FTKn.DE,65.2252548196077,2023-12-31
217,G1AG.DE,84.5319585552645,2023-12-31
218,G24n.DE,65.6207134347772,2023-12-31
219,GALE.S,67.8009883488561,2023-12-31
220,GALP.LS,69.3622818006615,2023-12-31
221,GASI.MI,90.0926783324381,2023-12-31
222,GAW.L,36.0089775805789,2022-05-29
223,GBFG.DE,61.3451892990399,2023-12-31
224,GBLB.BR,72.2572904545421,2022-12-31
225,GEBN.S,88.0327318662401,2023-12-31
226,GETIb.ST,76.8843179748572,2023-12-31
227,GETP.PA,82.7371070490225,2023-12-31
228,GF.S,84.17716689814,2022-12-31
229,GFCP.PA,90.4812700877225,2023-12-31
230,GFTU_u.L,58.7429408991657,2023-12-31
231,GIVN.S,79.5174023796534,2022-12-31
232,GJFG.OL,68.4226860076632,2022-12-31
233,GL9.I,57.7040043026402,2023-12-30
234,GLEN.L,88.5889883736898,2023-12-31
235,GMAB.CO,74.799052053715,2023-12-31
236,GRG.L,73.1528605808907,2023-12-30
237,GRLS.MC,65.3232774354837,2023-12-31
238,GSK.L,90.5401885855551,2023-12-31
239,GTT.PA,58.5039064546152,2023-12-31
240,HAGG.DE,73.6917031103652,2023-12-31
241,HBANC.S,63.4454883340057,2023-12-31
242,HEIG.DE,82.0740071492367,2023-12-31
243,HEIN.AS,62.6507806162313,2023-12-31
244,HEIO.AS,56.8997243847838,2023-12-31
245,HEXAb.ST,54.3156268983843,2023-12-31
246,HIAB.HE,76.9953819743256,2023-12-31
247,HIK.L,69.1225415162045,2023-12-31
248,HLMA.L,56.4642616519735,2023-03-31
249,HLN.L,62.1819980085764,2023-12-31
250,HMb.ST,72.2030629624394,2023-11-30
251,HNKG_p.DE,81.8789293037378,2023-12-31
252,HNRGn.DE,72.8880034735249,2022-12-31
253,HOLMb.ST,49.9002484736552,2023-12-31
254,HOLN.S,81.9464786270414,2023-12-31
255,HOTG.DE,86.2298620885556,2023-12-31
256,HPOLb.ST,56.5723349585834,2023-12-31
257,HRA.MI,80.8297044548387,2022-12-31
258,HRMS.PA,58.4738298126144,2023-12-31
259,HSBA.L,69.2252493163487,2023-12-31
260,HSX.L,59.0324727633303,2023-12-31
261,HUBN.S,59.331563814957,2023-12-31
262,HUH1V.HE,82.2434170650569,2023-12-31
263,HWDN.L,51.680322944222,2023-12-30
264,IBE.MC,83.2464276011137,2023-12-31
265,ICAG.L,71.8600051575495,2023-12-31
266,ICGIN.L,65.4740129342667,2023-03-31
267,IDR.MC,77.9131385442771,2023-12-31
268,IETB.BR,73.4401985897957,2023-12-31
269,IFXGn.DE,76.5709680184355,2022-09-30
270,IG.MI,76.2957020781495,2023-12-31
271,IGG.L,58.0773762476826,2022-05-31
272,IHG.L,77.9648380957073,2023-12-31
273,III.L,69.7333555947762,2023-03-31
274,IMB.L,74.193686173064,2022-09-30
275,IMCD.AS,63.5310852251341,2023-12-31
276,IMI.L,75.4305985498899,2023-12-31
277,INCH.L,38.2684643176275,2023-12-31
278,INDT.ST,48.5617958250584,2023-12-31
279,INDUc.ST,40.0582440911882,2023-12-31
280,INF.L,77.9512019558352,2023-12-31
281,INGA.AS,77.1648297139589,2023-12-31
282,INPST.AS,73.6449984114107,2023-12-31
283,INVEb.ST,71.7471579944474,2023-12-31
284,INVP.L,63.788456598765,2023-03-31
285,INWT.MI,58.3910729021242,2023-12-31
286,IPN.PA,63.7373687957719,2023-12-31
287,ISP.MI,91.2947649116919,2023-12-31
288,ISS.CO,66.1782735315124,2023-12-31
289,ITPG.MI,54.2673136101095,2023-12-31
290,ITRK.L,70.4953466267706,2023-12-31
291,ITV.L,76.7995349764202,2023-12-31
292,ITX.MC,79.739309976992,2022-01-31
293,IVG.MI,64.002871964574,2023-12-31
294,JD.L,46.4461295994632,2022-01-29
295,JDEP.AS,68.3159954602693,2023-12-31
296,JMAT.L,64.4382511817165,2023-03-31
297,JMT.LS,82.3414205376843,2023-12-31
298,JYSK.CO,45.7926219134546,2022-12-31
299,KBC.BR,62.7834921707609,2023-12-31
300,KBCA.BR,6.01569427444579,2022-06-30
301,KBX.DE,79.4548316521442,2023-12-31
302,KCRA.HE,80.3688372396705,2023-12-31
303,KEMIRA.HE,77.4810881255242,2023-12-31
304,KESKOB.HE,75.2507984203579,2023-12-31
305,KGF.L,66.033384845211,2022-01-31
306,KGH.WA,66.7458025791504,2023-12-31
307,KGX.DE,71.7013786084212,2023-12-31
308,KINVb.ST,63.3519870470725,2021-12-31
309,KNEBV.HE,72.0695519312554,2023-12-31
310,KNIN.S,70.2786080660234,2022-12-31
311,KOG.OL,67.5082674322022,2023-12-31
312,KPN.AS,69.2028034930364,2023-12-31
313,KSP.I,82.251079480172,2023-12-31
314,KYGa.I,82.854260937289,2023-12-31
315,LAGRb.ST,32.6838426647921,2022-03-31
316,LAND.L,81.3651863960403,2023-03-31
317,LATOb.ST,47.8679797174376,2023-12-31
318,LDOF.MI,88.1232878483083,2023-12-31
319,LEGD.PA,86.0864944582136,2023-12-31
320,LEGn.DE,68.2547464834372,2023-12-31
321,LGEN.L,77.5392770820392,2023-12-31
322,LHAG.DE,66.2303763016602,2023-12-31
323,LIFCOb.ST,44.1569481990704,2023-12-31
324,LIGHT.AS,87.4981109587662,2023-12-31
325,LISP.S,75.0055377070439,2023-12-31
326,LLOY.L,85.7563958158788,2023-12-31
327,LMPL.L,43.9007147366825,2023-03-31
328,LOGN.S,76.9668001222383,2022-03-31
329,LOIM.PA,74.9954730865515,2023-12-31
330,LONN.S,78.306824137937,2023-12-31
331,LOOMIS.ST,61.0368923735767,2023-12-31
332,LOTB.BR,58.1877506016485,2023-12-31
333,LPPP.WA,63.5654257183599,2022-01-31
334,LSEG.L,71.5132442658804,2023-12-31
335,LTEN.PA,68.4380551592203,2023-12-31
336,LUNDb.ST,35.6078089735304,2023-12-31
337,LVMH.PA,81.1628839070574,2023-12-31
338,MAERSKb.CO,67.9465479327181,2022-12-31
339,MAP.MC,76.833374965358,2023-12-31
340,MBGn.DE,89.6734666004237,2023-12-31
341,MBK.WA,76.4250721618931,2023-12-31
342,METSO.HE,71.4740603002111,2023-12-31
343,MICP.PA,89.156762284722,2023-12-31
344,MKS.L,66.8288614946626,2023-04-01
345,MNDI.L,88.209913237255,2023-12-31
346,MNG.L,74.1149041128063,2023-12-31
347,MOBN.S,75.986452249864,2023-12-31
348,MONC.MI,73.818242443785,2023-12-31
349,MOWI.OL,75.0593222929076,2023-12-31
350,MRCG.DE,83.4427850126347,2023-12-31
351,MRL.MC,55.5143733838609,2022-12-31
352,MRON.L,69.2057852219793,2023-12-31
353,MT.AS,78.333756290274,2023-12-31
354,MTO.L,69.8806943742179,2023-03-31
355,MTXGn.DE,88.1511873261682,2023-12-31
356,MUVGn.DE,86.1235777236451,2023-12-31
357,MWDP.PA,68.0401981103797,2022-12-31
358,MYCR.ST,47.7127290480865,2023-12-31
359,NAFG.DE,80.5993579756059,2022-09-30
360,NDAFI.HE,76.0370204686865,2022-12-31
361,NDXG.DE,77.3023374184455,2023-12-31
362,NEKG.DE,57.6460612956219,2023-12-31
363,NESN.S,87.0372111790074,2023-12-31
364,NESTE.HE,75.0579630874543,2023-12-31
365,NEXII.MI,64.0883652104817,2023-12-31
366,NEXS.PA,79.8887538829691,2023-12-31
367,NG.L,70.6912940590115,2023-03-31
368,NHY.OL,84.3484134621207,2023-12-31
369,NIBEb.ST,63.7463975128834,2023-12-31
370,NKT.CO,55.5866394994372,2023-12-31
371,NN.AS,76.4259103766579,2023-12-31
372,NOD.OL,68.0744759192792,2023-12-31
373,NOKIA.HE,83.1024905619147,2023-12-31
374,NOVN.S,89.7871705703221,2022-12-31
375,NOVOb.CO,78.3512094173556,2022-12-31
376,NSISb.CO,76.3235774569428,2023-12-31
377,NTGY.MC,74.7538545215491,2023-12-31
378,NWG.L,83.5745144118032,2023-12-31
379,NXT.L,74.0210409397307,2023-01-28
380,OMVV.VI,83.9990012503162,2022-12-31
381,ORAN.PA,74.4460239080219,2023-12-31
382,OREP.PA,83.2528739934674,2023-12-31
383,ORK.OL,84.3431838172847,2023-12-31
384,ORNBV.HE,76.197367152924,2023-12-31
385,ORSTED.CO,69.7328793991215,2022-12-31
386,P911_p.DE,72.1802490716659,2023-12-31
387,PEO.WA,70.1879608167774,2023-12-31
388,PERP.PA,65.6025205604186,2022-06-30
389,PGHN.S,61.755173594781,2023-12-31
390,PHG.AS,86.5340384916542,2023-12-31
391,PHNX.L,76.1144664884711,2023-12-31
392,PHP.L,42.0131150566567,2023-12-31
393,PKN.WA,64.5061945383545,2023-12-31
394,PKO.WA,64.4420447900862,2023-12-31
395,PLUSP.L,53.5710354065395,2023-12-31
396,PNDORA.CO,76.7959353544455,2022-12-31
397,PNN.L,76.8490992196252,2023-03-31
398,PRTP.PA,79.7487478321715,2023-12-31
399,PRU.L,78.7001444341856,2023-12-31
400,PRX.AS,54.8223891248309,2023-03-31
401,PRY.MI,78.2420165496558,2023-12-31
402,PSHG_p.DE,15.053960118659,2022-12-31
403,PSN.L,65.4746655663591,2023-12-31
404,PSON.L,78.4752041283052,2023-12-31
405,PSPN.S,51.0603130589529,2023-12-31
406,PST.MI,73.9334004430455,2023-12-31
407,PUBP.PA,79.508800374637,2023-12-31
408,PUMG.DE,86.3845714455123,2023-12-31
409,PZU.WA,76.5549763789732,2023-12-31
410,QIA.DE,84.9743687330387,2022-12-31
411,QLT.L,66.4688958846534,2023-12-31
412,QQ.L,61.243468263944,2023-03-31
413,R3NK.DE,43.3428210331146,2023-12-31
414,RAAG.DE,49.4287091200412,2023-12-31
415,RACE.MI,55.6900166361544,2023-12-31
416,RAND.AS,75.9199823640697,2023-12-31
417,RBIV.VI,75.6384498634381,2023-12-31
418,RBREW.CO,61.3506931285248,2023-12-31
419,RECI.MI,80.5409529660464,2022-12-31
420,REDE.MC,77.7892513227213,2023-12-31
421,REL.L,84.2769550563658,2023-12-31
422,RENA.PA,84.7331257906887,2023-12-31
423,REP.MC,89.4029243169219,2023-12-31
424,REY.MI,66.854086031343,2022-12-31
425,RHMG.DE,83.8964876430585,2023-12-31
426,RILBA.CO,40.655565852574,2022-12-31
427,RIO.L,79.6352519554683,2023-12-31
428,RKT.L,84.1050900667179,2023-12-31
429,RMV.L,67.4940368047393,2023-12-31
430,ROCKb.CO,63.1826706043846,2022-12-31
431,ROG.S,91.719021967605,2022-12-31
432,ROR.L,73.3900347149905,2023-12-31
433,RR.L,72.0570666119766,2023-12-31
434,RS1R.L,69.94132073636,2023-03-31
435,RTO.L,80.2697649704849,2023-12-31
436,RUBF.PA,61.191690966679,2023-12-31
437,RWEG.DE,63.6590262909011,2023-12-31
438,RXL.PA,77.808169920835,2023-12-31
439,RYA.I,54.971026990886,2023-03-31
440,SAABb.ST,65.4779071897398,2023-12-31
441,SABE.MC,89.6693980464963,2023-12-31
442,SAF.PA,68.473361512104,2023-12-31
443,SAGAb.ST,38.0335021553436,2023-12-31
444,SALM.OL,53.9932056598655,2023-12-31
445,SAMPO.HE,63.1999956645588,2023-12-31
446,SAN.MC,90.0124029120183,2023-12-31
447,SAND.ST,77.4656862377952,2023-12-31
448,SAPG.DE,88.4073062951123,2023-12-31
449,SASY.PA,85.8180419334249,2023-12-31
450,SATG_p.DE,78.6838464821916,2023-12-31
451,SAVE.ST,40.0965726871889,2023-12-31
452,SB1NO.OL,76.4055604645373,2023-12-31
453,SBMO.AS,59.9076354159006,2023-12-31
454,SBRY.L,78.0566198777152,2022-03-05
455,SCAb.ST,84.8628409350367,2022-12-31
456,SCHN.PA,83.1143184631625,2023-12-31
457,SCHP.S,51.7689612553794,2023-12-31
458,SCMN.S,68.582796708784,2023-12-31
459,SCOR.PA,65.6348230066602,2023-12-31
460,SCTS.L,44.734907939824,2022-07-31
461,SDFGn.DE,56.4314267490905,2023-12-31
462,SDR.L,59.8034527888628,2022-12-31
463,SEBa.ST,68.889716659374,2023-12-31
464,SECTb.ST,51.0551308613537,2023-04-30
465,SECUb.ST,54.1984147573504,2022-12-31
466,SFSN.S,42.6571420444611,2022-12-31
467,SFZN.S,68.1576622072472,2023-12-31
468,SGE.L,53.607530350382,2022-09-30
469,SGEF.PA,87.0030497370125,2023-12-31
470,SGOB.PA,87.7100908051533,2023-12-31
471,SGRO.L,72.5172142066776,2023-12-31
472,SGSN.S,84.0915355429663,2023-12-31
473,SHBa.ST,65.0977524739094,2023-12-31
474,SHCS.L,73.1430873637093,2023-12-31
475,SHEL.AS,88.6618952598638,2023-12-31
476,SHLG.DE,76.8445543190942,2022-09-30
477,SIEGn.DE,84.5600122578774,2022-09-30
478,SIGNC.S,90.185273436467,2022-12-31
479,SIKA.S,80.5763875720906,2022-12-31
480,SJP.L,60.2177699844182,2023-12-31
481,SKAb.ST,64.8441326098182,2023-12-31
482,SKFb.ST,74.9730112263639,2023-12-31
483,SLHN.S,64.3258061738836,2023-12-31
484,SMIN.L,57.7370323179908,2023-07-31
485,SN.L,83.2025019936172,2023-12-31
486,SOBIV.ST,76.4034986191885,2023-12-31
487,SOF.BR,31.7396301200129,2023-12-31
488,SOGN.PA,83.8984547808497,2023-12-31
489,SOON.S,83.5419486958955,2023-03-31
490,SOPR.PA,75.756511844144,2023-12-31
491,SPIE.PA,79.5525982791222,2023-12-31
492,SPL1.WA,79.4916629373405,2023-12-31
493,SPMI.MI,86.1813573779637,2023-12-31
494,SPSN.S,68.0076125283263,2022-12-31
495,SPX.L,53.7687242068276,2023-12-31
496,SQN.S,56.593047551386,2023-12-31
497,SRENH.S,82.3599904779663,2023-12-31
498,SRG.MI,88.9882057951584,2023-12-31
499,SRP.L,68.6129982840564,2023-12-31
500,SSABb.ST,67.7830528161842,2023-12-31
501,SSE.L,75.9703437964373,2023-03-31
502,STAN.L,90.5309484978787,2023-12-31
503,STB.OL,76.3917958650096,2023-12-31
504,STDM.PA,60.5161090009591,2023-12-31
505,STERV.HE,80.1536966764307,2023-12-31
506,STLAM.MI,81.7557379396755,2023-12-31
507,STMMI.MI,91.5810903970368,2022-12-31
508,STMN.S,68.1622163697052,2023-12-31
509,SUBC.OL,71.9043587969108,2023-12-31
510,SUN.S,73.2390820136233,2023-12-31
511,SVT.L,71.4470456138387,2022-03-31
512,SWECb.ST,56.8100433301854,2023-12-31
513,SWEDa.ST,72.2697471543004,2023-12-31
514,SY1G.DE,80.4061936332946,2022-12-31
515,SYENS.BR,56.3415953481729,2023-12-31
516,TBCG.L,80.2022277815828,2023-12-31
517,TCAPI.L,55.7178704455803,2023-12-31
518,TCFP.PA,63.2599978029051,2023-12-31
519,TE.PA,84.1660121594007,2023-12-31
520,TECN.S,67.2707256496884,2023-12-31
521,TEF.MC,76.4590292028029,2023-12-31
522,TEGG.DE,64.8134529836343,2023-12-31
523,TEL.OL,58.9457097167546,2023-12-31
524,TEL2b.ST,78.0487070251869,2023-12-31
525,TELIA.ST,79.6484271201614,2023-12-31
526,TEMN.S,73.7878823312625,2022-12-31
527,TENR.MI,66.3576482776028,2023-12-31
528,TEPRF.PA,75.0910713185826,2023-12-31
529,THULE.ST,60.0027910060635,2023-12-31
530,TKAG.DE,69.727984871612,2022-09-30
531,TLIT.MI,73.9925295908756,2023-12-31
532,TLXGn.DE,75.2916981660813,2023-12-31
533,TOM.OL,56.2492271088465,2023-12-31
534,TRELb.ST,60.5981235086712,2023-12-31
535,TRN.MI,77.3758626248617,2023-12-31
536,TRYG.CO,54.5053055224483,2022-12-31
537,TSCO.L,76.3560837086908,2023-02-25
538,TTEF.PA,84.0471573447148,2023-12-31
539,TUB.BR,4.64048401397799,2023-12-31
540,TUI1n.DE,75.3109771568208,2022-09-30
541,TW.L,71.9015436450229,2023-12-31
542,UBSG.S,86.4746809305091,2022-12-31
543,UCB.BR,79.9189248446495,2023-12-31
544,UHR.S,63.0664645140337,2023-12-31
545,ULVR.L,86.9835252607375,2023-12-31
546,UMG.AS,41.8567311930306,2023-12-31
547,UMI.BR,76.5943997630931,2023-12-31
548,UNI.MC,50.7655934339603,2022-12-31
549,UNPI.MI,83.0749205602285,2022-12-31
550,UPM.HE,86.0811939291203,2023-12-31
551,UTG.L,63.3656443166701,2023-12-31
552,UU.L,71.6815202983596,2022-03-31
553,VACN.S,47.9872751359535,2023-12-31
554,VALMT.HE,81.6797461386054,2023-12-31
555,VAR.OL,56.46990378241,2023-12-31
556,VEND.OL,61.551307172587,2022-12-31
557,VERB.VI,61.8788900432892,2023-12-31
558,VID.MC,50.5711567933057,2022-12-31
559,VIE.PA,72.5723565692022,2023-12-31
560,VIS.MC,68.3056931746215,2023-12-31
561,VLLP.PA,77.8648294946406,2023-12-31
562,VLOF.PA,77.1447780953702,2023-12-31
563,VNAn.DE,85.077190104929,2023-12-31
564,VOD.L,81.9258524021068,2023-03-31
565,VOES.VI,63.8548541283758,2022-03-31
566,VOLVb.ST,87.2169435281469,2023-12-31
567,VOPA.AS,60.5709455969216,2023-12-31
568,VOWG_p.DE,81.3970784872529,2023-12-31
569,VTYV.L,51.6882672650626,2023-12-31
570,VWS.CO,71.0785003607487,2022-12-31
571,VZN.S,37.0883007170319,2022-12-31
572,WALLb.ST,41.6536700511013,2023-12-31
573,WBSV.VI,70.1800627452467,2023-12-31
574,WDPP.BR,74.7196602960453,2023-12-31
575,WEIR.L,70.7888360931155,2023-12-31
